,0,1,2,3,4
0,0.0,0.0,499.6875,2.7847800254821777,0.03125
1,0.0,1.0,499.6875,2.5703284740448,0.28125
2,0.0,2.0,499.6875,2.4840571880340576,0.4375
3,0.0,3.0,499.6875,2.226484537124634,0.625
4,0.0,4.0,499.6875,2.0535225868225098,0.6875
5,0.0,5.0,499.6875,1.9559025764465332,0.6875
6,0.0,6.0,499.6875,1.6086905002593994,0.71875
7,0.0,7.0,499.6875,1.8653271198272705,0.46875
8,0.0,8.0,499.6875,1.382615566253662,0.71875
9,0.0,9.0,499.6875,1.0107190608978271,0.9375
10,0.0,10.0,499.6875,0.9569644927978516,0.8125
11,0.0,11.0,499.6875,0.9938541054725647,0.84375
12,0.0,12.0,499.6875,0.7986561059951782,0.84375
13,0.0,13.0,499.6875,0.767616868019104,0.90625
14,0.0,14.0,499.6875,0.9064673185348511,0.75
15,0.0,15.0,499.6875,0.9355849623680115,0.75
16,0.0,16.0,499.6875,0.527884840965271,0.90625
17,0.0,17.0,499.6875,0.5623220801353455,0.78125
18,0.0,18.0,499.6875,0.9148907661437988,0.78125
19,0.0,19.0,499.6875,1.0801481008529663,0.78125
20,0.0,20.0,499.6875,0.6265181303024292,0.84375
21,0.0,21.0,499.6875,0.5100469589233398,0.90625
22,0.0,22.0,499.6875,0.30087798833847046,0.96875
23,0.0,23.0,499.6875,0.7955015897750854,0.84375
24,0.0,24.0,499.6875,0.7779603004455566,0.78125
25,0.0,25.0,499.6875,0.5986494421958923,0.84375
26,0.0,26.0,499.6875,0.5048297047615051,0.84375
27,0.0,27.0,499.6875,0.7300971746444702,0.78125
28,0.0,28.0,499.6875,0.6094197034835815,0.8125
29,0.0,29.0,499.6875,0.8779961466789246,0.75
30,0.0,30.0,499.6875,0.20137161016464233,0.96875
31,0.0,31.0,499.6875,0.21576683223247528,0.9375
32,0.0,32.0,499.6875,0.3077751398086548,0.90625
33,0.0,33.0,499.6875,0.402926504611969,0.9375
34,0.0,34.0,499.6875,0.4359070360660553,0.875
35,0.0,35.0,499.6875,0.6082364320755005,0.78125
36,0.0,36.0,499.6875,0.46427881717681885,0.84375
37,0.0,37.0,499.6875,0.3224468529224396,0.90625
38,0.0,38.0,499.6875,0.4892788827419281,0.8125
39,0.0,39.0,499.6875,0.26656532287597656,0.9375
40,0.0,40.0,499.6875,0.11607661843299866,0.96875
41,0.0,41.0,499.6875,0.6988155245780945,0.8125
42,0.0,42.0,499.6875,0.3307569622993469,0.875
43,0.0,43.0,499.6875,0.5933812260627747,0.875
44,0.0,44.0,499.6875,0.24226327240467072,0.9375
45,0.0,45.0,499.6875,0.45724475383758545,0.875
46,0.0,46.0,499.6875,0.3613521158695221,0.875
47,0.0,47.0,499.6875,0.5077322125434875,0.8125
48,0.0,48.0,499.6875,0.6534935832023621,0.84375
49,0.0,49.0,499.6875,0.39067843556404114,0.84375
50,0.0,50.0,499.6875,0.6094731092453003,0.84375
51,0.0,51.0,499.6875,0.3678969144821167,0.90625
52,0.0,52.0,499.6875,0.19200794398784637,0.96875
53,0.0,53.0,499.6875,0.2956499457359314,0.9375
54,0.0,54.0,499.6875,0.1607332080602646,1.0
55,0.0,55.0,499.6875,0.32131367921829224,0.90625
56,0.0,56.0,499.6875,0.24056875705718994,0.9375
57,0.0,57.0,499.6875,0.7745739221572876,0.78125
58,0.0,58.0,499.6875,0.4381689429283142,0.875
59,0.0,59.0,499.6875,0.26907041668891907,0.9375
60,0.0,60.0,499.6875,0.5704569220542908,0.78125
61,0.0,61.0,499.6875,0.23798443377017975,0.96875
62,0.0,62.0,499.6875,0.42381906509399414,0.84375
63,0.0,63.0,499.6875,0.13915009796619415,0.96875
64,0.0,64.0,499.6875,0.16460131108760834,0.96875
65,0.0,65.0,499.6875,0.29396846890449524,0.875
66,0.0,66.0,499.6875,0.22121748328208923,0.96875
67,0.0,67.0,499.6875,0.5126869678497314,0.875
68,0.0,68.0,499.6875,0.28180843591690063,0.9375
69,0.0,69.0,499.6875,0.26982179284095764,0.9375
70,0.0,70.0,499.6875,0.466753214597702,0.875
71,0.0,71.0,499.6875,0.3367804288864136,0.9375
72,0.0,72.0,499.6875,0.5451445579528809,0.90625
73,0.0,73.0,499.6875,0.19701328873634338,0.9375
74,0.0,74.0,499.6875,0.43833792209625244,0.90625
75,0.0,75.0,499.6875,0.20515330135822296,0.96875
76,0.0,76.0,499.6875,0.17323197424411774,0.96875
77,0.0,77.0,499.6875,0.41382861137390137,0.90625
78,0.0,78.0,499.6875,0.35944268107414246,0.90625
79,0.0,79.0,499.6875,0.4308384358882904,0.9375
80,0.0,80.0,499.6875,0.19833718240261078,0.96875
81,0.0,81.0,499.6875,0.08858110755681992,1.0
82,0.0,82.0,499.6875,0.35350358486175537,0.90625
83,0.0,83.0,499.6875,0.21525020897388458,0.9375
84,0.0,84.0,499.6875,0.3158121705055237,0.875
85,0.0,85.0,499.6875,0.2602389454841614,0.9375
86,0.0,86.0,499.6875,0.27608007192611694,0.9375
87,0.0,87.0,499.6875,0.27019500732421875,0.9375
88,0.0,88.0,499.6875,0.3007880449295044,0.9375
89,0.0,89.0,499.6875,0.2752224802970886,0.9375
90,0.0,90.0,499.6875,0.199727863073349,0.96875
91,0.0,91.0,499.6875,0.233542338013649,0.90625
92,0.0,92.0,499.6875,0.10812955349683762,0.96875
93,0.0,93.0,499.6875,0.4833013713359833,0.84375
94,0.0,94.0,499.6875,0.3366709351539612,0.9375
95,0.0,95.0,499.6875,0.6699650287628174,0.84375
96,0.0,96.0,499.6875,0.4879016876220703,0.84375
97,0.0,97.0,499.6875,0.18196702003479004,0.9375
98,0.0,98.0,499.6875,0.06666569411754608,1.0
99,0.0,99.0,499.6875,0.33177638053894043,0.875
100,0.0,100.0,499.6875,0.24189962446689606,0.9375
101,0.0,101.0,499.6875,0.2562457323074341,0.9375
102,0.0,102.0,499.6875,0.2231556475162506,0.96875
103,0.0,103.0,499.6875,0.12391465902328491,0.96875
104,0.0,104.0,499.6875,0.27370649576187134,0.90625
105,0.0,105.0,499.6875,0.1443784534931183,1.0
106,0.0,106.0,499.6875,0.35864999890327454,0.90625
107,0.0,107.0,499.6875,0.3661561608314514,0.875
108,0.0,108.0,499.6875,0.2008933424949646,0.96875
109,0.0,109.0,499.6875,0.11717647314071655,0.96875
110,0.0,110.0,499.6875,0.12354720383882523,1.0
111,0.0,111.0,499.6875,0.2254793494939804,0.9375
112,0.0,112.0,499.6875,0.4043334424495697,0.90625
113,0.0,113.0,499.6875,0.2636677026748657,0.9375
114,0.0,114.0,499.6875,0.24374309182167053,0.875
115,0.0,115.0,499.6875,0.20375338196754456,0.9375
116,0.0,116.0,499.6875,0.4487629532814026,0.875
117,0.0,117.0,499.6875,0.255998432636261,0.9375
118,0.0,118.0,499.6875,0.258561372756958,0.9375
119,0.0,119.0,499.6875,0.10352812707424164,0.96875
120,0.0,120.0,499.6875,0.1907876431941986,0.96875
121,0.0,121.0,499.6875,0.03161768615245819,1.0
122,0.0,122.0,499.6875,0.17517559230327606,0.96875
123,0.0,123.0,499.6875,0.5768847465515137,0.84375
124,0.0,124.0,499.6875,0.25892174243927,0.9375
125,0.0,125.0,499.6875,0.2496456801891327,0.90625
126,0.0,126.0,499.6875,0.5231227278709412,0.84375
127,0.0,127.0,499.6875,0.2913781404495239,0.90625
128,0.0,128.0,499.6875,0.1342082917690277,0.9375
129,0.0,129.0,499.6875,0.48121902346611023,0.90625
130,0.0,130.0,499.6875,0.189937025308609,0.96875
131,0.0,131.0,499.6875,0.26110532879829407,0.96875
